mciId,file,method,beforeCCTR,afterCCTR,delta,pctReduction
ServiceEmitter::1,processing/src/test/java/org/apache/druid/java/util/metrics/ClockDriftSafeMonitorSchedulerTest.java,testFindMonitor,8,7,-1,12.5
ServiceEmitter::1,processing/src/test/java/org/apache/druid/java/util/metrics/ClockDriftSafeMonitorSchedulerTest.java,testStart_RepeatScheduling,20,19,-1,5.0
ServiceEmitter::1,processing/src/test/java/org/apache/druid/java/util/metrics/ClockDriftSafeMonitorSchedulerTest.java,testStart_RepeatAndStopScheduling,22,21,-1,4.5
ServiceEmitter::1,processing/src/test/java/org/apache/druid/java/util/metrics/ClockDriftSafeMonitorSchedulerTest.java,testStart_UnexpectedExceptionWhileMonitoring,22,21,-1,4.5
ServiceEmitter::1,processing/src/test/java/org/apache/druid/java/util/metrics/ClockDriftSafeMonitorSchedulerTest.java,testStart_UnexpectedExceptionWhileScheduling,17,16,-1,5.9
org.apache.druid.msq.counters.CounterTracker::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop,16,15,-1,6.2
org.apache.druid.msq.counters.CounterTracker::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop_error,17,16,-1,5.9
org.apache.druid.msq.counters.CounterTracker::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop_errorDuringExecCancel,19,18,-1,5.3
org.apache.druid.msq.counters.CounterTracker::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop_errorDuringFrameContextClose,19,18,-1,5.3
org.apache.druid.query.filter.ColumnIndexSelector::1,processing/src/test/java/org/apache/druid/query/filter/InDimFilterTest.java,testUsesUtf8SetIndex,11,8,-3,27.3
org.apache.druid.query.filter.ColumnIndexSelector::1,processing/src/test/java/org/apache/druid/query/filter/InDimFilterTest.java,testUsesStringSetIndex,13,10,-3,23.1
org.apache.druid.query.filter.ColumnIndexSelector::1,processing/src/test/java/org/apache/druid/query/filter/LikeDimFilterTest.java,testPrefixMatchUsesRangeIndex,11,8,-3,27.3
org.apache.druid.query.filter.ColumnIndexSelector::1,processing/src/test/java/org/apache/druid/query/filter/LikeDimFilterTest.java,testExactMatchUsesValueIndex,11,8,-3,27.3
org.apache.druid.indexing.common.config.TaskConfig::1,indexing-service/src/test/java/org/apache/druid/indexing/common/task/AbstractTaskTest.java,testSetupAndCleanupIsCalledWtihParameter,30,25,-5,16.7
org.apache.druid.indexing.common.config.TaskConfig::1,indexing-service/src/test/java/org/apache/druid/indexing/common/task/AbstractTaskTest.java,testWithNoEncapsulatedTask,26,21,-5,19.2
org.apache.druid.indexing.common.config.TaskConfig::1,indexing-service/src/test/java/org/apache/druid/indexing/common/task/AbstractTaskTest.java,testTaskFailureWithoutExceptionGetsReportedCorrectly,26,21,-5,19.2
org.apache.druid.indexing.common.config.TaskConfig::1,indexing-service/src/test/java/org/apache/druid/indexing/common/task/AbstractTaskTest.java,testNullStackStatusGetsReportedCorrectly,26,21,-5,19.2
org.apache.druid.indexing.common.config.TaskConfig::1,indexing-service/src/test/java/org/apache/druid/indexing/common/task/AbstractTaskTest.java,testSetupFailsGetsReportedCorrectly,24,19,-5,20.8
org.apache.druid.msq.exec.RunWorkOrderListener::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop,16,15,-1,6.2
org.apache.druid.msq.exec.RunWorkOrderListener::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop_error,17,16,-1,5.9
org.apache.druid.msq.exec.RunWorkOrderListener::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop_errorDuringExecCancel,19,18,-1,5.3
org.apache.druid.msq.exec.RunWorkOrderListener::1,multi-stage-query/src/test/java/org/apache/druid/msq/exec/RunWorkOrderTest.java,test_stop_errorDuringFrameContextClose,19,18,-1,5.3
StatsDClient::1,extensions-contrib/statsd-emitter/src/test/java/org/apache/druid/emitter/statsd/StatsDEmitterTest.java,testConvertRange,3,2,-1,33.3
StatsDClient::1,extensions-contrib/statsd-emitter/src/test/java/org/apache/druid/emitter/statsd/StatsDEmitterTest.java,testConvertRangeWithDogstatsd,3,2,-1,33.3
StatsDClient::1,extensions-contrib/statsd-emitter/src/test/java/org/apache/druid/emitter/statsd/StatsDEmitterTest.java,testNoConvertRange,3,2,-1,33.3
